Time,atrium,kitchen,livingroom,toilet,bedroom
101.0000,1,1,0,0,0
102.0000,1,1,0,0,0
103.0000,1,1,0,0,0
104.0000,1,1,0,0,0
105.0000,1,1,0,0,0
106.0000,1,1,0,0,0
107.0000,1,1,0,0,0
108.0000,1,1,0,0,0
109.0000,1,1,0,0,0
110.0000,1,1,0,0,0
111.0000,1,1,0,0,0
112.0000,1,1,0,0,0
113.0000,1,1,0,0,0
114.0000,1,1,0,0,0
115.0000,1,1,0,0,0
116.0000,1,1,0,0,1
117.0000,1,1,0,0,1
118.0000,1,1,0,0,1
119.0000,1,1,0,0,1
120.0000,1,1,0,0,1
121.0000,1,1,0,0,1
122.0000,1,1,0,0,1
123.0000,1,1,0,0,1
124.0000,1,1,0,0,1
125.0000,1,1,0,0,1
126.0000,1,1,0,0,1
127.0000,1,1,0,0,1
128.0000,1,1,0,0,1
129.0000,1,1,0,0,1
130.0000,1,1,0,0,1
131.0000,1,1,0,0,1
132.0000,1,1,0,0,1
133.0000,1,1,0,0,1
134.0000,1,1,0,0,1
135.0000,1,1,0,0,1
136.0000,1,1,0,0,1
137.0000,1,1,0,0,1
138.0000,1,1,0,0,1
139.0000,1,1,0,0,1
140.0000,1,1,0,0,1
141.0000,1,1,0,0,1
142.0000,1,1,0,0,1
143.0000,1,1,0,0,1
144.0000,1,1,0,0,1
145.0000,1,1,0,0,1
146.0000,1,1,0,0,1
147.0000,1,1,0,0,1
148.0000,1,1,0,0,1
149.0000,1,1,0,0,1
150.0000,1,1,0,0,1
151.0000,1,1,0,0,1
152.0000,1,1,0,0,1
153.0000,1,1,0,0,1
154.0000,1,1,0,0,1
155.0000,1,1,0,0,1
156.0000,1,1,0,0,1
157.0000,1,1,0,0,1
158.0000,1,1,0,0,1
159.0000,1,1,0,0,1
160.0000,1,1,0,0,1
161.0000,1,1,0,0,1
162.0000,1,1,0,0,1
163.0000,1,1,0,0,1
164.0000,1,1,0,0,1
165.0000,1,1,0,0,1
166.0000,1,1,0,0,1
167.0000,1,1,0,0,1
168.0000,1,1,0,0,1
169.0000,1,1,0,0,1
170.0000,1,1,0,0,1
171.0000,1,1,0,0,1
172.0000,1,1,0,0,1
173.0000,1,1,0,0,1
174.0000,1,1,0,0,1
175.0000,1,1,0,0,1
176.0000,1,1,0,0,1
177.0000,1,1,0,0,1
178.0000,1,1,0,0,1
179.0000,1,1,0,0,1
180.0000,1,1,0,0,1
181.0000,1,0,0,0,1
182.0000,1,0,0,0,1
183.0000,1,0,0,0,1
184.0000,1,0,0,0,1
185.0000,1,0,0,0,1
186.0000,1,0,0,0,1
187.0000,1,0,0,0,1
188.0000,1,0,0,0,1
189.0000,1,0,0,0,1
190.0000,1,0,0,0,1
191.0000,1,0,0,0,1
192.0000,1,0,0,0,1
193.0000,1,0,0,0,1
194.0000,1,0,0,0,1
195.0000,1,0,0,0,1
196.0000,1,0,0,0,1
197.0000,1,0,0,0,1
198.0000,1,0,0,0,1
199.0000,1,0,0,0,1
200.0000,1,0,0,0,1
201.0000,1,0,0,0,1
202.0000,1,0,0,0,1
203.0000,1,0,0,0,1
204.0000,1,0,0,0,1
205.0000,1,0,0,0,1
206.0000,1,0,0,0,1
207.0000,1,0,0,0,1
208.0000,1,0,0,0,1
209.0000,1,0,0,0,1
210.0000,1,0,0,0,1
211.0000,1,0,0,0,1
212.0000,1,0,0,0,1
213.0000,1,0,0,0,1
214.0000,1,0,0,0,1
215.0000,1,0,0,0,1
216.0000,1,0,0,0,1
217.0000,1,0,0,0,1
218.0000,1,0,0,0,1
219.0000,1,0,0,0,1
220.0000,1,0,0,0,1
221.0000,1,0,0,0,1
222.0000,1,0,0,0,1
223.0000,1,0,0,0,1
224.0000,1,0,0,0,1
225.0000,1,0,0,0,1
226.0000,1,0,0,0,1
227.0000,1,0,0,0,1
228.0000,1,0,0,0,1
229.0000,1,0,0,0,1
230.0000,1,0,0,0,1
231.0000,1,0,0,0,1
232.0000,1,0,0,0,1
233.0000,1,0,0,0,1
234.0000,1,0,0,0,1
235.0000,1,0,0,0,1
236.0000,1,0,0,0,1
237.0000,1,0,0,0,1
238.0000,1,0,0,0,1
239.0000,1,0,0,0,1
240.0000,1,0,0,0,1
241.0000,1,0,0,0,1
242.0000,1,0,0,0,1
243.0000,1,0,0,0,1
244.0000,1,0,0,0,1
245.0000,1,0,0,0,1
246.0000,1,0,0,0,1
247.0000,1,0,0,0,1
248.0000,1,0,0,0,1
249.0000,1,0,0,0,1
250.0000,1,0,0,0,1
251.0000,1,0,0,0,1
252.0000,1,0,0,0,1
253.0000,0,0,0,0,1
254.0000,0,0,0,0,1
255.0000,0,0,0,0,1
256.0000,0,0,0,0,1
257.0000,0,0,0,0,1
258.0000,0,0,0,0,1
259.0000,0,0,0,0,1
260.0000,0,0,0,0,1
261.0000,0,0,0,0,1
262.0000,0,0,0,0,1
263.0000,0,0,0,0,1
264.0000,1,0,0,0,1
265.0000,1,0,0,0,1
266.0000,1,0,0,0,1
267.0000,1,0,0,0,1
268.0000,1,0,0,0,1
269.0000,1,0,0,0,1
270.0000,1,0,0,0,1
271.0000,1,0,0,0,1
272.0000,1,0,0,0,1
273.0000,1,0,0,0,1
274.0000,1,0,0,0,1
275.0000,1,0,0,0,1
276.0000,1,0,0,0,1
277.0000,1,0,0,0,1
278.0000,1,0,0,0,1
279.0000,1,0,0,0,1
280.0000,1,0,0,0,1
281.0000,1,0,0,0,1
282.0000,1,0,0,0,1
283.0000,1,0,0,0,1
284.0000,1,0,0,0,1
285.0000,1,0,0,0,1
286.0000,1,0,0,0,1
287.0000,1,0,0,0,1
288.0000,1,0,0,0,1
289.0000,1,0,0,0,1
290.0000,1,0,0,0,1
291.0000,1,0,0,0,1
292.0000,1,0,0,0,1
293.0000,1,0,0,0,1
294.0000,1,0,0,0,1
295.0000,1,0,0,0,1
296.0000,1,0,0,0,0
297.0000,1,0,0,0,0
298.0000,1,0,0,0,0
299.0000,1,0,0,0,0
300.0000,1,0,0,0,0
301.0000,1,0,0,0,0
302.0000,1,0,0,0,0
303.0000,1,0,0,0,0
304.0000,1,0,0,0,0
305.0000,1,0,0,0,0
306.0000,1,0,0,0,0
307.0000,1,0,0,0,0
308.0000,1,0,0,0,0
309.0000,1,0,0,0,0
310.0000,1,0,0,0,0
311.0000,1,0,0,0,0
312.0000,1,0,0,0,0
313.0000,1,0,0,0,0
314.0000,1,0,0,0,0
315.0000,1,0,0,0,0
316.0000,1,0,0,0,0
317.0000,1,0,0,0,0
318.0000,1,0,0,0,0
319.0000,1,0,0,0,0
320.0000,1,0,0,0,0
321.0000,1,0,0,0,0
322.0000,1,0,0,0,0
323.0000,1,0,0,0,0
324.0000,1,0,0,0,0
325.0000,1,0,0,0,0
326.0000,1,0,0,0,0
327.0000,1,0,0,0,0
328.0000,1,0,0,0,0
329.0000,1,0,0,0,0
330.0000,1,0,0,0,0
331.0000,1,0,0,0,0
332.0000,1,0,0,0,0
333.0000,1,0,0,0,0
334.0000,1,0,0,0,0
335.0000,1,0,0,0,0
336.0000,1,0,0,0,0
337.0000,1,0,0,0,0
338.0000,1,0,0,0,0
339.0000,1,0,0,0,0
340.0000,1,0,0,0,0
341.0000,1,0,0,0,0
342.0000,1,0,0,0,0
343.0000,1,0,0,0,0
344.0000,1,0,0,0,0
345.0000,1,0,0,0,0
346.0000,1,0,0,0,0
347.0000,1,0,0,0,0
348.0000,1,0,0,0,0
349.0000,1,0,0,0,0
350.0000,1,0,0,0,0
351.0000,1,0,0,0,0
352.0000,1,0,0,0,0
353.0000,1,0,0,0,0
354.0000,1,0,0,0,0
355.0000,1,0,0,0,0
356.0000,1,0,0,0,0
357.0000,1,0,0,0,0
358.0000,1,0,0,0,0
359.0000,1,0,0,0,0
360.0000,1,0,0,0,0
361.0000,1,0,0,0,0
362.0000,1,0,0,0,0
363.0000,1,0,0,0,0
364.0000,1,0,0,0,0
365.0000,1,0,0,0,0
366.0000,1,0,0,0,0
367.0000,1,0,0,0,0
368.0000,1,0,0,0,0
369.0000,1,0,0,0,0
370.0000,1,0,0,0,0
371.0000,1,0,0,0,0
372.0000,1,0,0,0,0
373.0000,1,0,0,0,0
374.0000,1,0,0,0,0
375.0000,1,0,0,0,0
376.0000,1,0,0,0,0
377.0000,1,0,0,0,0
378.0000,1,0,0,0,0
379.0000,1,0,0,0,0
380.0000,1,0,0,0,0
381.0000,1,0,0,0,0
382.0000,1,0,0,0,0
383.0000,1,0,0,0,0
384.0000,1,0,0,0,0
385.0000,1,0,0,0,0
386.0000,1,0,0,0,0
387.0000,1,0,0,0,0
388.0000,1,0,0,0,0
389.0000,1,0,0,0,0
390.0000,1,0,0,0,0
391.0000,1,0,0,0,0
392.0000,1,0,0,0,0
393.0000,1,0,0,0,0
394.0000,1,0,0,0,0
395.0000,1,0,0,0,0
396.0000,1,0,0,0,0
397.0000,1,0,0,0,0
398.0000,1,0,0,0,0
399.0000,1,0,0,0,0
400.0000,1,0,0,0,0
401.0000,1,0,0,0,0
402.0000,1,0,0,0,0
403.0000,1,0,0,0,0
404.0000,1,0,0,0,0
405.0000,1,0,0,0,0
406.0000,1,0,0,0,0
407.0000,1,0,0,0,0
408.0000,1,0,0,0,0
409.0000,1,0,0,0,0
410.0000,1,0,0,0,0
411.0000,1,0,0,0,0
412.0000,1,0,0,0,0
413.0000,1,0,0,0,0
414.0000,1,0,0,0,0
415.0000,1,0,0,0,0
416.0000,1,0,0,0,0
417.0000,1,0,0,0,0
418.0000,1,0,0,0,0
419.0000,1,0,0,0,0
420.0000,1,0,0,0,0
421.0000,1,0,0,0,0
422.0000,1,0,0,0,0
423.0000,1,0,0,0,0
424.0000,1,0,0,0,0
425.0000,1,0,0,0,0
426.0000,1,0,0,0,0
427.0000,1,0,0,0,0
428.0000,1,0,0,0,0
429.0000,1,0,0,0,0
430.0000,1,0,0,0,0
431.0000,1,0,0,0,0
432.0000,1,0,0,0,0
433.0000,1,0,0,0,0
434.0000,1,0,0,0,0
435.0000,1,0,0,0,0
436.0000,1,0,0,0,0
437.0000,1,0,0,0,0
438.0000,1,0,0,0,0
439.0000,1,0,0,0,0
440.0000,1,0,0,0,0
441.0000,1,0,0,0,0
442.0000,1,0,0,0,0
443.0000,1,0,0,0,0
444.0000,1,0,0,0,0
445.0000,1,0,0,0,0
446.0000,1,0,0,0,0
447.0000,1,0,0,0,0
448.0000,1,0,0,0,0
449.0000,1,0,0,0,0
450.0000,1,0,0,0,0
451.0000,1,0,0,0,0
452.0000,1,0,0,0,0
453.0000,1,0,0,0,0
454.0000,1,0,0,0,0
455.0000,1,0,0,0,0
456.0000,1,0,0,0,0
457.0000,1,0,0,0,0
458.0000,1,0,0,0,0
459.0000,1,0,0,0,0
460.0000,1,0,0,0,0
461.0000,1,0,0,0,0
462.0000,1,0,0,0,0
463.0000,1,0,0,0,0
464.0000,1,0,0,0,0
465.0000,1,0,0,0,0
466.0000,1,0,0,0,0
467.0000,1,0,0,0,0
468.0000,1,0,0,0,0
469.0000,1,0,0,0,0
470.0000,1,0,0,0,0
471.0000,1,0,0,0,0
472.0000,1,0,0,0,0
473.0000,1,0,0,0,0
474.0000,1,0,0,0,0
475.0000,1,0,0,0,0
476.0000,1,0,0,0,0
477.0000,1,0,0,0,0
478.0000,1,0,0,0,0
479.0000,1,0,0,0,0
480.0000,1,0,0,0,0
481.0000,1,0,0,0,0
482.0000,1,0,0,0,0
483.0000,1,0,0,0,0
484.0000,1,0,0,0,0
485.0000,1,0,0,0,0
486.0000,1,0,0,0,0
487.0000,1,0,0,0,0
488.0000,1,0,0,0,0
489.0000,1,0,0,0,0
490.0000,1,0,0,0,0
491.0000,1,0,0,0,0
492.0000,1,0,0,0,0
493.0000,1,0,0,0,0
494.0000,1,0,0,0,0
495.0000,1,0,0,0,0
496.0000,1,0,0,0,0
497.0000,1,0,0,0,0
498.0000,1,0,0,0,0
499.0000,1,0,0,0,0
500.0000,1,0,0,0,0
501.0000,1,0,0,0,0
502.0000,1,0,0,0,0
503.0000,1,0,0,0,0
504.0000,1,0,0,0,0
505.0000,1,0,0,0,0
506.0000,1,0,0,0,0
507.0000,1,0,0,0,0
508.0000,1,0,0,0,0
509.0000,1,0,0,0,0
510.0000,1,0,0,0,0
511.0000,1,0,0,0,0
512.0000,1,0,0,0,0
513.0000,1,0,0,0,0
514.0000,1,0,0,0,0
515.0000,1,0,0,0,0
516.0000,1,0,0,0,0
517.0000,1,0,0,0,0
518.0000,1,0,0,0,0
519.0000,1,0,0,0,0
520.0000,1,0,0,0,0
521.0000,1,0,0,0,0
522.0000,1,0,0,0,0
523.0000,1,0,0,0,0
524.0000,1,0,0,0,0
525.0000,1,0,0,0,0
526.0000,1,0,0,0,0
527.0000,1,0,0,0,0
528.0000,1,0,0,0,0
529.0000,1,0,0,0,0
530.0000,1,0,0,0,0
531.0000,1,0,0,0,0
532.0000,1,0,0,0,0
533.0000,1,0,0,0,0
534.0000,1,0,0,0,0
535.0000,1,0,0,0,0
536.0000,1,0,0,0,0
537.0000,1,0,0,0,0
538.0000,1,0,0,0,0
539.0000,1,0,0,0,0
540.0000,1,0,0,0,0
541.0000,1,0,0,0,0
542.0000,1,0,0,0,0
543.0000,1,0,0,0,0
544.0000,1,0,0,0,0
545.0000,1,0,0,0,0
546.0000,1,0,0,0,0
547.0000,1,0,0,0,0
548.0000,1,0,0,0,0
549.0000,1,0,0,0,0
550.0000,1,0,0,0,0
551.0000,1,0,0,0,0
552.0000,1,0,0,0,0
553.0000,1,0,0,0,0
554.0000,1,0,0,0,0
555.0000,1,0,0,0,0
556.0000,1,0,0,0,0
557.0000,1,0,0,0,0
558.0000,1,0,0,0,0
559.0000,1,0,0,0,0
560.0000,1,0,0,0,0
561.0000,1,0,0,0,0
562.0000,1,0,0,0,0
563.0000,1,0,0,0,0
564.0000,1,0,0,0,0
565.0000,1,0,0,0,0
566.0000,1,0,0,0,0
567.0000,1,0,0,0,0
568.0000,1,0,0,0,0
569.0000,1,0,0,0,0
570.0000,1,0,0,0,0
571.0000,1,0,0,0,0
572.0000,1,0,0,0,0
573.0000,1,0,0,0,0
574.0000,1,0,0,0,0
575.0000,1,0,0,0,0
576.0000,1,0,0,0,0
577.0000,1,0,0,0,0
578.0000,1,0,0,0,0
579.0000,1,0,0,0,0
580.0000,1,0,0,0,0
581.0000,1,0,0,0,0
582.0000,1,0,0,0,0
583.0000,1,0,0,0,0
584.0000,1,0,0,0,0
585.0000,1,0,0,0,0
586.0000,1,0,0,0,0
587.0000,1,0,0,0,0
588.0000,1,0,0,0,0
589.0000,1,0,0,0,0
590.0000,1,0,0,0,0
591.0000,1,0,0,0,0
592.0000,1,0,0,0,0
593.0000,1,0,0,0,0
594.0000,1,0,0,0,0
595.0000,1,0,0,0,0
596.0000,1,0,0,0,0
597.0000,1,0,0,0,0
598.0000,1,0,0,0,0
599.0000,1,0,0,0,0
600.0000,1,0,0,0,0
601.0000,1,0,0,0,0
602.0000,1,0,0,0,1
603.0000,1,0,0,0,1
604.0000,1,0,0,0,1
605.0000,1,0,0,0,1
606.0000,1,0,0,0,1
607.0000,1,0,0,0,1
608.0000,1,0,0,0,1
609.0000,1,0,0,0,1
610.0000,1,0,0,0,1
611.0000,1,0,0,0,1
612.0000,1,0,0,0,1
613.0000,1,0,0,0,1
614.0000,1,0,0,0,1
615.0000,1,0,0,0,1
616.0000,1,0,0,0,1
617.0000,1,0,0,0,1
618.0000,1,0,0,0,1
619.0000,1,0,0,0,1
620.0000,1,0,0,0,1
621.0000,1,0,0,0,1
622.0000,1,0,0,1,1
623.0000,1,0,0,1,1
624.0000,0,0,0,1,1
625.0000,0,0,0,1,1
626.0000,0,0,0,1,1
627.0000,0,0,0,1,1
628.0000,0,0,0,1,1
629.0000,0,0,0,1,1
630.0000,0,0,0,1,1
631.0000,0,0,0,1,1
632.0000,0,0,0,1,1
633.0000,0,0,0,1,1
634.0000,0,0,0,1,1
635.0000,0,0,0,1,1
636.0000,0,0,0,1,1
637.0000,0,0,0,1,1
638.0000,0,0,0,1,1
639.0000,0,0,0,1,1
640.0000,0,0,0,1,1
641.0000,0,0,0,1,1
642.0000,0,0,0,1,1
643.0000,0,0,0,1,1
644.0000,0,0,0,1,1
645.0000,0,0,0,1,1
646.0000,0,0,0,1,1
647.0000,0,0,0,1,1
648.0000,0,0,0,1,1
649.0000,0,0,0,1,1
650.0000,0,0,0,1,1
651.0000,0,0,0,1,1
652.0000,0,0,0,1,1
653.0000,0,0,0,1,1
654.0000,0,0,0,1,1
655.0000,0,0,0,1,1
656.0000,0,0,0,1,1
657.0000,0,0,0,1,1
658.0000,0,0,0,1,1
659.0000,0,0,0,1,1
660.0000,0,0,0,1,1
661.0000,0,0,0,1,1
662.0000,0,0,0,1,1
663.0000,0,0,0,1,1
664.0000,0,0,0,1,1
665.0000,0,0,0,1,1
666.0000,0,0,0,1,1
667.0000,0,0,0,1,1
668.0000,0,0,0,1,1
669.0000,0,0,0,1,1
670.0000,0,0,0,1,1
671.0000,0,0,0,1,1
672.0000,0,0,0,1,1
673.0000,0,0,0,1,1
674.0000,0,0,0,1,1
675.0000,0,0,0,1,1
676.0000,0,0,0,1,1
677.0000,0,0,0,1,1
678.0000,0,0,0,1,1
679.0000,0,0,0,1,1
680.0000,0,0,0,1,1
681.0000,0,0,0,1,1
682.0000,0,0,0,1,1
683.0000,0,0,0,1,1
684.0000,0,0,0,1,1
685.0000,0,0,0,1,1
686.0000,0,0,0,1,1
687.0000,0,0,0,1,1
688.0000,0,0,0,1,1
689.0000,0,0,0,1,1
690.0000,0,0,0,1,1
691.0000,0,0,0,1,1
692.0000,0,0,0,1,1
693.0000,0,0,0,1,1
694.0000,0,0,0,1,1
695.0000,0,0,0,1,1
696.0000,0,0,0,1,1
697.0000,0,0,0,1,1
698.0000,0,0,0,1,1
699.0000,0,0,0,1,1
700.0000,0,0,0,1,1
701.0000,0,0,0,1,1
702.0000,0,0,0,1,1
703.0000,0,0,0,1,1
704.0000,0,0,0,1,1
705.0000,0,0,0,1,1
706.0000,0,0,0,1,1
707.0000,0,0,0,1,1
708.0000,0,0,0,1,1
709.0000,0,0,0,1,1
710.0000,0,0,0,1,1
711.0000,0,0,0,1,1
712.0000,0,0,0,1,1
713.0000,0,0,0,1,1
714.0000,0,0,0,1,1
715.0000,0,0,0,1,1
716.0000,0,0,0,1,1
717.0000,0,0,0,1,1
718.0000,0,0,0,1,1
719.0000,0,0,0,1,1
720.0000,0,0,0,1,1
721.0000,0,0,0,1,1
722.0000,0,0,0,1,1
723.0000,0,0,0,1,1
724.0000,0,0,0,1,1
725.0000,0,0,0,1,1
726.0000,0,0,0,1,1
727.0000,0,0,0,1,1
728.0000,0,0,0,1,1
729.0000,0,0,0,1,1
730.0000,0,0,0,1,1
731.0000,0,0,0,1,1
732.0000,0,0,0,1,1
733.0000,0,0,0,1,1
734.0000,0,0,0,1,1
735.0000,0,0,0,1,1
736.0000,0,0,0,1,1
737.0000,0,0,0,1,1
738.0000,0,0,0,1,1
739.0000,0,0,0,1,1
740.0000,0,0,0,1,1
741.0000,0,0,0,1,1
742.0000,0,0,0,1,1
743.0000,0,0,0,1,1
744.0000,0,0,0,1,1
745.0000,0,0,0,1,1
746.0000,0,0,0,1,1
747.0000,0,0,0,1,1
748.0000,1,0,0,1,1
749.0000,1,0,0,1,1
750.0000,1,0,0,1,1
751.0000,1,0,0,1,1
752.0000,1,0,0,1,1
753.0000,1,0,0,1,1
754.0000,1,0,0,1,1
755.0000,1,0,0,1,1
756.0000,1,0,0,1,1
757.0000,1,0,0,1,1
758.0000,1,0,0,1,1
759.0000,1,0,0,1,1
760.0000,1,0,0,1,1
761.0000,1,0,0,1,1
762.0000,1,0,0,1,1
763.0000,1,0,0,1,1
764.0000,1,0,0,1,1
765.0000,1,0,0,1,1
766.0000,1,0,0,1,1
767.0000,1,0,0,1,1
768.0000,1,0,0,1,1
769.0000,1,0,0,1,1
770.0000,1,0,0,1,1
771.0000,1,0,0,1,1
772.0000,1,0,0,1,1
773.0000,1,0,0,1,1
774.0000,1,0,0,1,1
775.0000,1,0,0,1,1
776.0000,1,0,0,1,1
777.0000,1,0,0,1,1
778.0000,1,0,0,1,1
779.0000,1,0,0,1,1
780.0000,1,0,0,1,1
781.0000,1,0,0,1,1
782.0000,1,0,0,1,1
783.0000,1,0,0,1,1
784.0000,1,0,0,1,1
785.0000,1,0,0,1,1
786.0000,1,0,0,1,1
787.0000,1,0,0,1,1
788.0000,1,0,0,1,1
789.0000,1,0,0,1,1
790.0000,1,0,0,1,1
791.0000,1,0,0,1,1
792.0000,1,0,0,1,1
793.0000,1,0,0,1,1
794.0000,1,0,0,1,1
795.0000,1,0,0,1,1
796.0000,1,0,0,1,1
797.0000,1,0,0,1,1
798.0000,1,0,0,1,1
799.0000,1,0,0,1,1
800.0000,1,0,0,1,1
801.0000,1,0,0,1,1
802.0000,1,0,0,0,1
803.0000,1,0,0,0,1
804.0000,1,0,0,0,1
805.0000,1,0,0,0,1
806.0000,1,0,0,0,1
807.0000,1,0,0,0,1
808.0000,1,0,0,0,1
809.0000,1,0,0,0,1
810.0000,1,0,0,0,1
811.0000,1,0,0,0,1
812.0000,1,0,0,0,1
813.0000,1,0,0,0,1
814.0000,1,0,0,0,1
815.0000,1,0,0,0,1
816.0000,1,0,0,0,1
817.0000,1,0,0,0,1
818.0000,1,0,0,0,1
819.0000,1,0,0,0,1
820.0000,1,0,0,0,1
821.0000,1,0,0,0,1
822.0000,1,0,0,0,1
823.0000,1,0,0,0,1
824.0000,1,0,0,0,1
825.0000,1,0,0,0,1
826.0000,1,0,0,0,1
827.0000,1,0,0,0,1
828.0000,1,0,0,0,1
829.0000,1,0,0,0,1
830.0000,1,0,0,0,1
831.0000,1,0,0,0,1
832.0000,1,0,0,0,1
833.0000,1,0,0,0,1
834.0000,1,0,0,0,1
835.0000,1,0,0,0,1
836.0000,1,0,0,0,1
837.0000,1,0,0,0,1
838.0000,1,0,0,0,1
839.0000,1,0,0,0,1
840.0000,1,0,0,0,1
841.0000,1,0,0,0,1
842.0000,1,0,0,0,1
843.0000,1,0,0,0,1
844.0000,1,0,0,0,1
845.0000,1,0,0,0,1
846.0000,1,0,0,0,1
847.0000,1,0,0,0,1
848.0000,1,0,0,0,1
849.0000,1,0,0,0,1
850.0000,1,0,0,0,1
851.0000,1,0,0,0,1
852.0000,1,0,0,0,1
853.0000,1,0,0,0,1
854.0000,1,0,0,0,1
855.0000,1,0,0,0,1
856.0000,1,0,0,0,1
857.0000,1,0,0,0,1
858.0000,1,0,0,0,1
859.0000,1,0,0,0,1
860.0000,1,0,0,0,1
861.0000,1,0,0,0,1
862.0000,1,0,0,0,1
863.0000,1,0,0,0,1
864.0000,1,0,0,0,1
865.0000,1,0,0,0,1
866.0000,1,0,0,0,1
867.0000,1,0,0,0,1
868.0000,1,0,0,0,1
869.0000,1,0,0,0,1
870.0000,1,0,0,0,1
871.0000,1,0,0,0,1
872.0000,1,0,0,0,1
873.0000,1,0,0,0,1
874.0000,1,0,0,0,1
875.0000,1,0,0,0,1
876.0000,1,0,0,0,1
877.0000,1,0,0,0,1
878.0000,1,0,0,0,1
879.0000,1,0,0,0,1
880.0000,1,0,0,0,1
881.0000,1,0,0,0,1
882.0000,1,0,0,0,1
883.0000,1,0,0,0,1
884.0000,1,0,0,0,1
885.0000,1,0,0,0,1
886.0000,1,0,0,0,1
887.0000,1,0,0,0,1
888.0000,1,0,0,0,1
889.0000,1,0,0,0,1
890.0000,1,0,0,0,1
891.0000,1,0,0,0,1
892.0000,1,0,0,0,1
893.0000,1,0,0,0,1
894.0000,1,0,0,0,1
895.0000,1,0,0,0,1
896.0000,1,0,0,0,1
897.0000,1,0,0,0,1
898.0000,1,0,0,0,1
899.0000,1,0,0,0,1
900.0000,1,0,0,0,1
901.0000,1,0,0,0,1
902.0000,1,0,0,0,1
903.0000,1,0,0,0,1
904.0000,1,0,0,0,1
905.0000,1,0,0,0,1
906.0000,1,0,0,0,1
907.0000,1,0,0,0,1
908.0000,1,0,0,0,1
909.0000,1,0,0,0,1
910.0000,1,0,0,0,1
911.0000,1,0,0,0,1
912.0000,1,0,0,0,1
913.0000,1,0,0,0,1
914.0000,1,0,0,0,1
915.0000,1,0,0,0,1
916.0000,1,0,0,0,1
917.0000,1,0,0,0,1
918.0000,1,0,0,0,1
919.0000,1,0,0,0,1
920.0000,1,0,0,0,1
921.0000,1,0,0,0,1
922.0000,1,0,0,0,1
923.0000,1,0,0,0,1
924.0000,1,0,0,0,1
925.0000,1,0,0,0,1
926.0000,1,0,0,0,1
927.0000,1,0,0,0,1
928.0000,0,0,0,0,1
