Class,Value,Timestamp
Kitchen,1,2019-03-28 10:53:47
Livingroom,1,2019-03-28 10:54:53
Atrium,1,2019-03-28 10:55:03
Toilet,1,2019-03-28 10:56:54
Livingroom,0,2019-03-28 10:57:02
Atrium,0,2019-03-28 10:57:13
Atrium,1,2019-03-28 10:58:05
Livingroom,1,2019-03-28 10:58:14
Kitchen,0,2019-03-28 10:58:30
Toilet,0,2019-03-28 10:59:07
Kitchen,1,2019-03-28 10:59:19
Atrium,0,2019-03-28 11:00:16
Livingroom,0,2019-03-28 11:00:27
Kitchen,0,2019-03-28 11:01:42
Kitchen,1,2019-03-28 11:04:31
Atrium,1,2019-03-28 11:07:54
Kitchen,0,2019-03-28 11:09:10
Kitchen,1,2019-03-28 11:09:50
Atrium,0,2019-03-28 11:10:09
Livingroom,1,2019-03-28 11:10:17
Atrium,1,2019-03-28 11:11:40
Atrium,0,2019-03-28 11:15:59
Toilet,1,2019-03-28 11:16:09
Kitchen,0,2019-03-28 11:16:25
Livingroom,0,2019-03-28 11:16:38
Atrium,1,2019-03-28 11:17:58
Livingroom,1,2019-03-28 11:18:14
Toilet,0,2019-03-28 11:18:21
Livingroom,0,2019-03-28 13:14:09
Livingroom,1,2019-03-28 13:46:03
Kitchen,1,2019-03-28 13:47:36
Toilet,1,2019-03-28 13:48:18
Livingroom,0,2019-03-28 13:48:24
Atrium,0,2019-03-28 13:49:50
Kitchen,0,2019-03-28 13:49:58
Atrium,1,2019-03-28 13:50:07
Livingroom,1,2019-03-28 13:50:12
Toilet,0,2019-03-28 13:50:26
Atrium,0,2019-03-28 13:52:21
Toilet,1,2019-03-28 13:54:14
Livingroom,0,2019-03-28 13:54:25
Atrium,1,2019-03-28 13:58:14
Livingroom,1,2019-03-28 13:58:19
Kitchen,1,2019-03-28 13:58:34
Toilet,0,2019-03-28 14:00:21
Atrium,0,2019-03-28 14:00:43
Kitchen,0,2019-03-28 14:00:52
Atrium,1,2019-03-28 14:02:08
Kitchen,1,2019-03-28 14:02:10
Livingroom,0,2019-03-28 14:02:43
Atrium,0,2019-03-28 14:04:22
Livingroom,1,2019-03-28 14:05:16
Atrium,1,2019-03-28 14:06:54
Toilet,1,2019-03-28 14:09:01
Atrium,0,2019-03-28 14:09:10
Atrium,1,2019-03-28 14:09:32
Livingroom,0,2019-03-28 14:09:33
Kitchen,0,2019-03-28 14:11:03
Toilet,0,2019-03-28 14:11:13
Atrium,0,2019-03-28 14:11:54
Atrium,1,2019-03-28 15:09:49
Kitchen,1,2019-03-28 15:09:52
Livingroom,1,2019-03-28 15:10:25
Livingroom,0,2019-03-28 15:12:38
Livingroom,1,2019-03-28 15:12:58
Toilet,1,2019-03-28 15:14:12
Kitchen,0,2019-03-28 15:14:16
Livingroom,0,2019-03-28 15:15:19
Livingroom,1,2019-03-28 15:15:36
Atrium,0,2019-03-28 15:16:16
Toilet,0,2019-03-28 15:16:24
Atrium,1,2019-03-28 15:17:25
Kitchen,1,2019-03-28 15:17:28
Livingroom,0,2019-03-28 15:17:59
Livingroom,1,2019-03-28 15:19:08
Atrium,0,2019-03-28 15:19:39
Livingroom,0,2019-03-28 15:21:30
Livingroom,1,2019-03-28 15:22:01
Atrium,1,2019-03-28 15:22:06
Livingroom,0,2019-03-28 15:24:22
Atrium,0,2019-03-28 15:24:27
Kitchen,0,2019-03-28 15:26:29
Kitchen,1,2019-03-28 15:26:55
Livingroom,1,2019-03-28 15:26:57
Atrium,1,2019-03-28 15:27:02
Livingroom,0,2019-03-28 15:29:09
Atrium,0,2019-03-28 15:29:13
Livingroom,1,2019-03-28 15:30:35
Atrium,1,2019-03-28 15:31:21
Kitchen,0,2019-03-28 15:31:55
Kitchen,1,2019-03-28 15:32:06
Toilet,1,2019-03-28 15:33:01
Livingroom,0,2019-03-28 15:33:03
Livingroom,1,2019-03-28 15:33:21
Atrium,0,2019-03-28 15:33:43
Toilet,0,2019-03-28 15:35:13
Livingroom,0,2019-03-28 15:35:35
Kitchen,0,2019-03-28 15:36:45
Livingroom,1,2019-03-28 15:37:08
Kitchen,1,2019-03-28 15:37:35
Livingroom,0,2019-03-28 15:39:29
Livingroom,1,2019-03-28 15:42:41
Atrium,1,2019-03-28 15:44:34
Toilet,1,2019-03-28 15:44:36
Livingroom,0,2019-03-28 15:44:56
Kitchen,0,2019-03-28 15:46:28
Toilet,0,2019-03-28 15:46:49
Kitchen,1,2019-03-28 15:46:51
Atrium,0,2019-03-28 15:48:43
Atrium,1,2019-03-28 15:48:58
Livingroom,1,2019-03-28 15:49:03
Atrium,0,2019-03-28 15:51:14
Livingroom,0,2019-03-28 15:51:17
Kitchen,0,2019-03-28 15:53:46
Kitchen,1,2019-03-28 15:54:02
Livingroom,1,2019-03-28 15:54:04
Kitchen,0,2019-03-28 15:56:24
Livingroom,0,2019-03-28 15:56:26
Livingroom,1,2019-03-28 16:01:04
Atrium,1,2019-03-28 16:01:08
Livingroom,0,2019-03-28 16:03:21
Atrium,0,2019-03-28 16:03:23
Livingroom,1,2019-03-28 16:04:08
Atrium,1,2019-03-28 16:05:01
Kitchen,1,2019-03-28 16:05:05
Atrium,0,2019-03-28 16:07:19
Kitchen,0,2019-03-28 16:07:24
Livingroom,0,2019-03-28 16:08:22
Livingroom,1,2019-03-28 16:10:40
Atrium,1,2019-03-28 16:10:44
Atrium,0,2019-03-28 16:12:54
Livingroom,0,2019-03-28 16:13:01
Livingroom,1,2019-03-28 16:16:47
Atrium,1,2019-03-28 16:16:49
Kitchen,1,2019-03-28 16:16:55
Livingroom,0,2019-03-28 16:19:10
Livingroom,1,2019-03-28 16:19:38
Atrium,0,2019-03-28 16:21:05
Atrium,1,2019-03-28 16:21:22
Kitchen,0,2019-03-28 16:21:36
Kitchen,1,2019-03-28 16:21:46
Livingroom,0,2019-03-28 16:21:52
Livingroom,1,2019-03-28 16:22:04
Atrium,0,2019-03-28 16:23:44
Atrium,1,2019-03-28 16:23:56
Kitchen,0,2019-03-28 16:24:19
Kitchen,1,2019-03-28 16:25:09
Livingroom,0,2019-03-28 16:26:28
Kitchen,0,2019-03-28 16:27:39
Kitchen,1,2019-03-28 16:27:55
Livingroom,1,2019-03-28 16:27:56
Livingroom,0,2019-03-28 16:30:10
Atrium,0,2019-03-28 16:30:12
Bedroom,1,2019-03-28 16:31:26
Atrium,1,2019-03-28 16:32:09
Bedroom,0,2019-03-28 16:33:39
Livingroom,1,2019-03-28 16:33:57
Atrium,0,2019-03-28 16:34:24
Kitchen,0,2019-03-28 16:34:33
Kitchen,1,2019-03-28 16:34:46
Livingroom,0,2019-03-28 16:36:22
Atrium,1,2019-03-28 16:37:45
Livingroom,1,2019-03-28 16:37:48
Toilet,1,2019-03-28 16:39:44
Atrium,0,2019-03-28 16:40:00
Livingroom,0,2019-03-28 16:40:01
Kitchen,0,2019-03-28 16:41:29
Atrium,1,2019-03-28 16:41:39
Kitchen,1,2019-03-28 16:41:49
Toilet,0,2019-03-28 16:42:04
Atrium,0,2019-03-28 16:43:53
Livingroom,1,2019-03-28 16:44:37
Atrium,1,2019-03-28 16:45:07
Bedroom,1,2019-03-28 16:45:12
Livingroom,0,2019-03-28 16:47:00
Livingroom,1,2019-03-28 16:47:13
Bedroom,0,2019-03-28 16:47:22
Atrium,0,2019-03-28 16:47:29
Atrium,1,2019-03-28 16:47:48
Bedroom,1,2019-03-28 16:47:57
Livingroom,0,2019-03-28 16:49:27
Livingroom,1,2019-03-28 16:49:56
Bedroom,0,2019-03-28 16:50:06
Kitchen,0,2019-03-28 16:50:49
Kitchen,1,2019-03-28 16:51:40
Atrium,0,2019-03-28 16:52:02
Livingroom,0,2019-03-28 16:52:12
Livingroom,1,2019-03-28 16:52:22
Atrium,1,2019-03-28 16:52:28
Toilet,1,2019-03-28 16:53:02
Bedroom,1,2019-03-28 16:53:17
Livingroom,0,2019-03-28 16:54:35
Atrium,0,2019-03-28 16:54:43
Livingroom,1,2019-03-28 16:54:46
Atrium,1,2019-03-28 16:54:56
Toilet,0,2019-03-28 16:55:10
Bedroom,0,2019-03-28 16:55:30
Kitchen,0,2019-03-28 16:56:16
Kitchen,1,2019-03-28 16:56:29
Atrium,0,2019-03-28 16:57:11
Livingroom,0,2019-03-28 16:57:14
Livingroom,1,2019-03-28 16:57:53
Livingroom,0,2019-03-28 17:00:07
Livingroom,1,2019-03-28 17:00:17
Livingroom,0,2019-03-28 17:02:30
Kitchen,0,2019-03-28 17:05:33
Kitchen,1,2019-03-28 17:05:47
Livingroom,1,2019-03-28 17:06:37
Kitchen,0,2019-03-28 17:10:35
Kitchen,1,2019-03-28 17:10:45
Livingroom,0,2019-03-28 17:10:49
Livingroom,1,2019-03-28 17:13:08
Kitchen,0,2019-03-28 17:15:17
Kitchen,1,2019-03-28 17:15:28
Livingroom,0,2019-03-28 17:15:30
Livingroom,1,2019-03-28 17:19:52
Kitchen,0,2019-03-28 17:20:10
Kitchen,1,2019-03-28 17:20:42
Livingroom,0,2019-03-28 17:22:02
Livingroom,1,2019-03-28 17:22:50
Atrium,1,2019-03-28 17:23:43
Livingroom,0,2019-03-28 17:25:00
Livingroom,1,2019-03-28 17:25:28
Atrium,0,2019-03-28 17:25:53
Kitchen,0,2019-03-28 17:27:35
Kitchen,1,2019-03-28 17:27:47
Livingroom,0,2019-03-28 17:27:56
Livingroom,1,2019-03-28 17:30:20
Livingroom,0,2019-03-28 17:32:34
Kitchen,0,2019-03-28 17:34:33
Kitchen,1,2019-03-28 17:34:48
Livingroom,1,2019-03-28 17:36:49
Atrium,1,2019-03-28 17:37:11
Livingroom,0,2019-03-28 17:39:02
Atrium,0,2019-03-28 17:39:34
Livingroom,1,2019-03-28 17:39:38
Atrium,1,2019-03-28 17:39:44
Kitchen,0,2019-03-28 17:41:45
Livingroom,0,2019-03-28 17:41:52
Atrium,0,2019-03-28 17:41:59
Kitchen,1,2019-03-28 17:42:07
Livingroom,1,2019-03-28 17:51:41
Livingroom,0,2019-03-28 17:53:54
Kitchen,0,2019-03-28 17:57:20
Kitchen,1,2019-03-28 17:58:41
Livingroom,1,2019-03-28 18:01:36
Atrium,1,2019-03-28 18:01:38
Bedroom,1,2019-03-28 18:03:48
Kitchen,0,2019-03-28 18:05:14
Toilet,1,2019-03-28 18:05:26
Livingroom,0,2019-03-28 18:05:45
Atrium,0,2019-03-28 18:05:47
Kitchen,1,2019-03-28 18:07:21
Livingroom,1,2019-03-28 18:07:23
Toilet,0,2019-03-28 18:07:38
Atrium,1,2019-03-28 18:07:56
Toilet,1,2019-03-28 18:07:58
Bedroom,0,2019-03-28 18:08:18
Livingroom,0,2019-03-28 18:09:44
Kitchen,0,2019-03-28 18:09:53
Livingroom,1,2019-03-28 18:10:09
Kitchen,1,2019-03-28 18:10:11
Toilet,0,2019-03-28 18:12:03
Atrium,0,2019-03-28 18:12:20
Livingroom,0,2019-03-28 18:12:23
Livingroom,1,2019-03-28 18:12:42
Atrium,1,2019-03-28 18:13:22
Toilet,1,2019-03-28 18:13:24
Livingroom,0,2019-03-28 18:14:52
Atrium,0,2019-03-28 18:15:37
Atrium,1,2019-03-28 18:16:34
Livingroom,1,2019-03-28 18:16:43
Kitchen,0,2019-03-28 18:16:50
Kitchen,1,2019-03-28 18:17:10
Toilet,0,2019-03-28 18:17:36
Atrium,0,2019-03-28 18:18:47
Livingroom,0,2019-03-28 18:19:11
Livingroom,1,2019-03-28 18:20:47
Kitchen,0,2019-03-28 18:21:49
Kitchen,1,2019-03-28 18:22:17
Livingroom,0,2019-03-28 18:23:08
Livingroom,1,2019-03-28 18:25:56
Atrium,1,2019-03-28 18:26:00
Livingroom,0,2019-03-28 18:28:10
Atrium,0,2019-03-28 18:28:15
Atrium,1,2019-03-28 18:28:24
Livingroom,1,2019-03-28 18:29:37
Atrium,0,2019-03-28 18:30:38
Livingroom,0,2019-03-28 18:31:50
Livingroom,1,2019-03-28 18:32:25
Livingroom,0,2019-03-28 18:34:41
Kitchen,0,2019-03-28 18:35:18
Kitchen,1,2019-03-28 18:35:36
Livingroom,1,2019-03-28 18:35:53
Atrium,1,2019-03-28 18:36:58
Atrium,0,2019-03-28 18:39:12
Atrium,1,2019-03-28 18:40:18
Toilet,1,2019-03-28 18:40:22
Toilet,0,2019-03-28 18:42:34
Atrium,0,2019-03-28 18:42:39
Atrium,1,2019-03-28 18:43:32
Atrium,0,2019-03-28 18:45:54
Atrium,1,2019-03-28 18:46:17
Livingroom,0,2019-03-28 18:46:30
Livingroom,1,2019-03-28 18:47:20
Atrium,0,2019-03-28 18:48:32
Livingroom,0,2019-03-28 18:49:33
Atrium,1,2019-03-28 18:49:41
Livingroom,1,2019-03-28 18:49:53
Atrium,0,2019-03-28 18:54:00
Kitchen,0,2019-03-28 18:55:32
Kitchen,1,2019-03-28 18:55:42
Livingroom,0,2019-03-28 18:56:19
Livingroom,1,2019-03-28 19:00:08
Livingroom,0,2019-03-28 19:02:29
Livingroom,1,2019-03-28 19:08:44
Atrium,1,2019-03-28 19:08:46
Toilet,1,2019-03-28 19:09:44
Kitchen,0,2019-03-28 19:10:54
Toilet,0,2019-03-28 19:11:56
Kitchen,1,2019-03-28 19:13:07
Toilet,1,2019-03-28 19:13:55
Livingroom,0,2019-03-28 19:15:15
Livingroom,1,2019-03-28 19:15:29
Toilet,0,2019-03-28 19:16:07
Atrium,0,2019-03-28 19:17:48
Livingroom,0,2019-03-28 19:17:51
Atrium,1,2019-03-28 19:22:20
Livingroom,1,2019-03-28 19:22:22
Livingroom,0,2019-03-28 19:24:35
Atrium,0,2019-03-28 19:24:43
Kitchen,0,2019-03-28 19:30:33
Kitchen,1,2019-03-28 19:30:48
Kitchen,0,2019-03-28 19:35:13
Kitchen,1,2019-03-28 19:35:34
Kitchen,0,2019-03-28 19:38:04
Kitchen,1,2019-03-28 19:38:56
Kitchen,0,2019-03-28 19:41:20
Kitchen,1,2019-03-28 19:41:42
Livingroom,1,2019-03-28 19:41:43
Atrium,1,2019-03-28 19:41:48
Atrium,0,2019-03-28 19:44:02
Livingroom,0,2019-03-28 19:44:04
Kitchen,0,2019-03-28 19:46:23
Kitchen,1,2019-03-28 19:46:33
Kitchen,0,2019-03-28 19:51:06
Kitchen,1,2019-03-28 19:51:22
Livingroom,1,2019-03-28 19:57:17
Atrium,1,2019-03-28 19:57:21
Bedroom,1,2019-03-28 19:57:54
Toilet,1,2019-03-28 19:58:38
Livingroom,0,2019-03-28 19:59:26
Bedroom,0,2019-03-28 20:00:07
Kitchen,0,2019-03-28 20:00:11
Kitchen,1,2019-03-28 20:01:30
Livingroom,1,2019-03-28 20:01:31
Livingroom,0,2019-03-28 20:03:55
Livingroom,1,2019-03-28 20:05:00
Atrium,0,2019-03-28 20:05:47
Kitchen,0,2019-03-28 20:06:10
Atrium,1,2019-03-28 20:07:04
Kitchen,1,2019-03-28 20:07:07
Toilet,0,2019-03-28 20:10:43
Atrium,0,2019-03-28 20:11:12
Toilet,1,2019-03-28 20:11:54
Atrium,1,2019-03-28 20:11:56
Livingroom,0,2019-03-28 20:13:14
Livingroom,1,2019-03-28 20:13:31
Kitchen,0,2019-03-28 20:13:48
Toilet,0,2019-03-28 20:14:02
Atrium,0,2019-03-28 20:14:08
Kitchen,1,2019-03-28 20:14:19
Atrium,1,2019-03-28 20:14:20
Livingroom,0,2019-03-28 20:15:45
Toilet,1,2019-03-28 20:16:26
Livingroom,1,2019-03-28 20:16:36
Atrium,0,2019-03-28 20:16:43
Toilet,0,2019-03-28 20:18:39
Kitchen,0,2019-03-28 20:18:52
Livingroom,0,2019-03-28 20:18:57
Kitchen,1,2019-03-28 20:19:47
Livingroom,1,2019-03-28 20:21:20
Atrium,1,2019-03-28 20:22:04
Kitchen,0,2019-03-28 20:22:24
Kitchen,1,2019-03-28 20:22:44
Livingroom,0,2019-03-28 20:23:34
Bedroom,1,2019-03-28 20:24:26
Kitchen,0,2019-03-28 20:25:05
Atrium,0,2019-03-28 20:26:43
Bedroom,0,2019-03-28 20:29:09
Bedroom,1,2019-03-28 21:21:19
Bedroom,0,2019-03-28 21:23:40
Bedroom,1,2019-03-28 22:54:59
Toilet,1,2019-03-28 22:56:51
Atrium,1,2019-03-28 22:56:53
Bedroom,0,2019-03-28 22:57:20
Atrium,0,2019-03-28 22:59:03
Atrium,1,2019-03-28 22:59:27
Kitchen,1,2019-03-28 22:59:30
Livingroom,1,2019-03-28 22:59:48
Bedroom,1,2019-03-28 22:59:59
Toilet,0,2019-03-28 23:01:07
Atrium,0,2019-03-28 23:01:45
Kitchen,0,2019-03-28 23:01:47
Livingroom,0,2019-03-28 23:02:02
Bedroom,0,2019-03-28 23:02:16
Bedroom,1,2019-03-29 04:36:37
Bedroom,0,2019-03-29 04:38:51
Bedroom,1,2019-03-29 05:26:18
Bedroom,0,2019-03-29 05:28:27
Bedroom,1,2019-03-29 05:51:39
Bedroom,0,2019-03-29 05:53:53
Bedroom,1,2019-03-29 05:59:43
Atrium,1,2019-03-29 06:00:41
Toilet,1,2019-03-29 06:00:47
Bedroom,0,2019-03-29 06:02:04
Atrium,0,2019-03-29 06:02:52
Kitchen,1,2019-03-29 06:03:26
Atrium,1,2019-03-29 06:03:29
Livingroom,1,2019-03-29 06:04:14
Toilet,0,2019-03-29 06:05:11
Atrium,0,2019-03-29 06:05:46
Livingroom,0,2019-03-29 06:06:28
Livingroom,1,2019-03-29 06:09:23
Atrium,1,2019-03-29 06:09:29
Kitchen,0,2019-03-29 06:10:18
Bedroom,1,2019-03-29 06:11:14
Atrium,0,2019-03-29 06:11:39
Livingroom,0,2019-03-29 06:11:41
Atrium,1,2019-03-29 06:14:07
Kitchen,1,2019-03-29 06:14:18
Bedroom,0,2019-03-29 06:15:54
Atrium,0,2019-03-29 06:16:29
Livingroom,1,2019-03-29 06:27:56
Atrium,1,2019-03-29 06:28:29
Livingroom,0,2019-03-29 06:30:10
Atrium,0,2019-03-29 06:30:43
Atrium,1,2019-03-29 06:40:37
Toilet,1,2019-03-29 06:40:53
Kitchen,0,2019-03-29 06:41:05
Bedroom,1,2019-03-29 06:42:45
Toilet,0,2019-03-29 06:43:06
Atrium,0,2019-03-29 06:44:48
Kitchen,1,2019-03-29 06:50:59
Atrium,1,2019-03-29 06:51:28
Kitchen,0,2019-03-29 06:53:18
Kitchen,1,2019-03-29 06:53:40
Bedroom,0,2019-03-29 06:55:00
Toilet,1,2019-03-29 06:55:24
Atrium,0,2019-03-29 06:55:39
Kitchen,0,2019-03-29 06:56:02
Toilet,0,2019-03-29 06:57:36
Toilet,1,2019-03-29 06:58:19
Atrium,1,2019-03-29 07:01:23
Kitchen,1,2019-03-29 07:01:37
Toilet,0,2019-03-29 07:02:40
Atrium,0,2019-03-29 07:03:33
Kitchen,0,2019-03-29 07:13:02
Kitchen,1,2019-03-29 07:13:15
Atrium,1,2019-03-29 07:14:44
Bedroom,1,2019-03-29 07:14:48
Atrium,0,2019-03-29 07:16:57
Bedroom,0,2019-03-29 07:17:02
Kitchen,0,2019-03-29 07:17:49
Kitchen,1,2019-03-29 07:17:58
Kitchen,0,2019-03-29 07:27:12
Kitchen,1,2019-03-29 07:27:27
Atrium,1,2019-03-29 07:34:14
Atrium,0,2019-03-29 07:36:36
Atrium,1,2019-03-29 07:42:08
Toilet,1,2019-03-29 07:42:11
Kitchen,0,2019-03-29 07:43:26
Atrium,0,2019-03-29 07:44:17
Atrium,1,2019-03-29 07:44:40
Kitchen,1,2019-03-29 07:44:46
Atrium,0,2019-03-29 07:46:57
Kitchen,0,2019-03-29 07:47:08
Atrium,1,2019-03-29 07:47:35
Kitchen,1,2019-03-29 07:47:53
Atrium,0,2019-03-29 07:49:57
Bedroom,1,2019-03-29 07:49:59
Kitchen,0,2019-03-29 07:50:15
Toilet,0,2019-03-29 07:50:31
Kitchen,1,2019-03-29 07:51:11
Atrium,1,2019-03-29 07:51:13
Toilet,1,2019-03-29 07:51:55
Bedroom,0,2019-03-29 07:52:08
Atrium,0,2019-03-29 07:53:20
Toilet,0,2019-03-29 07:54:08
Atrium,1,2019-03-29 07:59:16
Toilet,1,2019-03-29 07:59:19
Kitchen,0,2019-03-29 08:00:01
Atrium,0,2019-03-29 08:01:30
Atrium,1,2019-03-29 08:02:02
Livingroom,1,2019-03-29 08:02:10
Toilet,0,2019-03-29 08:03:23
Bedroom,1,2019-03-29 08:04:04
Atrium,0,2019-03-29 08:04:17
Livingroom,0,2019-03-29 08:04:31
Atrium,1,2019-03-29 08:06:28
Toilet,1,2019-03-29 08:06:30
Kitchen,1,2019-03-29 08:07:01
Bedroom,0,2019-03-29 08:08:19
Toilet,0,2019-03-29 08:08:49
Atrium,0,2019-03-29 08:08:51
Livingroom,1,2019-03-29 08:09:02
Kitchen,0,2019-03-29 08:09:23
Atrium,1,2019-03-29 08:09:26
Kitchen,1,2019-03-29 08:09:34
Livingroom,0,2019-03-29 08:11:16
Atrium,0,2019-03-29 08:11:44
Kitchen,0,2019-03-29 08:11:58
Kitchen,1,2019-03-29 08:12:22
Kitchen,0,2019-03-29 08:17:00
Kitchen,1,2019-03-29 08:17:27
Kitchen,0,2019-03-29 08:19:49
Kitchen,1,2019-03-29 08:21:42
Kitchen,0,2019-03-29 08:24:07
Kitchen,1,2019-03-29 08:24:27
Kitchen,0,2019-03-29 08:29:06
Kitchen,1,2019-03-29 08:29:32
Atrium,1,2019-03-29 08:32:36
Atrium,0,2019-03-29 08:34:51
Kitchen,0,2019-03-29 08:36:03
Kitchen,1,2019-03-29 08:36:13
Atrium,1,2019-03-29 08:38:35
Kitchen,0,2019-03-29 08:40:50
Atrium,0,2019-03-29 08:41:05
Atrium,1,2019-03-29 08:44:42
Kitchen,1,2019-03-29 08:44:44
Livingroom,1,2019-03-29 08:45:02
Atrium,0,2019-03-29 08:46:56
Kitchen,0,2019-03-29 08:47:05
Atrium,1,2019-03-29 08:47:16
Toilet,1,2019-03-29 08:47:44
Livingroom,0,2019-03-29 08:49:16
Atrium,0,2019-03-29 08:49:30
Atrium,1,2019-03-29 08:50:26
Kitchen,1,2019-03-29 08:50:36
Livingroom,1,2019-03-29 08:51:22
Toilet,0,2019-03-29 08:51:54
Atrium,0,2019-03-29 08:52:48
Kitchen,0,2019-03-29 08:52:58
Livingroom,0,2019-03-29 08:53:35
Livingroom,1,2019-03-29 09:42:15
Atrium,1,2019-03-29 09:43:05
Kitchen,1,2019-03-29 09:43:07
Atrium,0,2019-03-29 09:45:19
Atrium,1,2019-03-29 09:45:43
Livingroom,0,2019-03-29 09:46:32
Livingroom,1,2019-03-29 09:46:41
Kitchen,0,2019-03-29 09:47:43
Toilet,1,2019-03-29 09:47:52
Livingroom,0,2019-03-29 09:48:54
Kitchen,1,2019-03-29 09:50:05
Toilet,0,2019-03-29 09:50:12
Atrium,0,2019-03-29 09:51:58
Kitchen,0,2019-03-29 09:52:34
Atrium,1,2019-03-29 09:52:40
Livingroom,1,2019-03-29 09:52:44
Kitchen,1,2019-03-29 09:52:53
Kitchen,0,2019-03-29 09:55:25
Kitchen,1,2019-03-29 09:55:41
Atrium,0,2019-03-29 09:56:58
Livingroom,0,2019-03-29 09:57:01
Livingroom,1,2019-03-29 09:57:58
Atrium,1,2019-03-29 09:58:03
Livingroom,0,2019-03-29 10:00:12
Atrium,0,2019-03-29 10:00:16
Kitchen,0,2019-03-29 10:00:22
Kitchen,1,2019-03-29 10:00:30
Livingroom,1,2019-03-29 10:00:38
Atrium,1,2019-03-29 10:00:40
Kitchen,0,2019-03-29 10:04:57
Atrium,0,2019-03-29 10:05:09
Atrium,1,2019-03-29 10:14:57
Kitchen,1,2019-03-29 10:15:02
Atrium,0,2019-03-29 10:17:12
Kitchen,0,2019-03-29 10:17:28
Kitchen,1,2019-03-29 10:18:01
Livingroom,0,2019-03-29 10:19:15
Livingroom,1,2019-03-29 10:19:30
Kitchen,0,2019-03-29 10:20:23
Kitchen,1,2019-03-29 10:21:13
Kitchen,0,2019-03-29 10:23:31
Atrium,1,2019-03-29 10:26:48
Kitchen,1,2019-03-29 10:26:54
Atrium,0,2019-03-29 10:29:03
Kitchen,0,2019-03-29 10:29:25
Atrium,1,2019-03-29 10:30:32
Kitchen,1,2019-03-29 10:30:43
Livingroom,0,2019-03-29 10:31:57
Atrium,0,2019-03-29 10:32:43
Kitchen,0,2019-03-29 10:33:02
Kitchen,1,2019-03-29 10:34:04
Livingroom,1,2019-03-29 10:34:58
Atrium,1,2019-03-29 10:36:07
Kitchen,0,2019-03-29 10:36:22
Toilet,1,2019-03-29 10:36:24
Livingroom,0,2019-03-29 10:37:12
Atrium,0,2019-03-29 10:38:17
Toilet,0,2019-03-29 10:40:54
Toilet,1,2019-03-29 10:41:02
Atrium,1,2019-03-29 10:41:04
Livingroom,1,2019-03-29 10:41:18
Kitchen,1,2019-03-29 10:41:30
Toilet,0,2019-03-29 10:43:10
Bedroom,1,2019-03-29 10:44:24
